Genotype,CobDiameter,CobWeight,DaystoSilk,DaysToTassel,EarDiameter,EarHeight,EarLength,EarRankNumber,EarRowNumber,EarWeight,GDDAnthesis.SilkingInterval,GDDDaystoSilk,GDDDaystoTassel,GerminationCount,LeafLength,LeafWidth,MainSpikeLength,MiddleLeafAngle,NIROil,NIRProtein,NIRStarch,NumberofTilleringPlants,PlantHeight,RowQuality,SecondaryBranchNumber,SeedSetLength,SouthernLeafBlight,Spikelets.MainSpike,Spikelets.PrimaryBranch,StandCount,TasselBranchLength,TasselLength,TasselPrimaryBranches,TilleringIndex,TotalKernelVolume,UpperLeafAngle,X20KernelWeight
GA209,22.75539912,10.30024418,90.82922015,85.81512521,32.67505775,79.95659014,98.67904121,16.61967671,11.47739671,35.78644816,42.20509852,1055.226098,1025.752806,5.254714997,772.9307999,76.73678815,230.4817598,56.97089976,4.052684131,14.36828178,68.51966469,1.242602085,142.8004746,2.067973876,3.484580998,92.85113986,7.323387655,21.24765182,17.33270124,7.397845029,204.4557749,344.7058337,17.58605014,0.542887956,45.50340899,66.94941581,4.347120514
GT112,23.85867748,15.84189492,89.39751913,88.79859706,34.01995212,76.27731254,105.361228,19.26736468,11.33536446,46.76292926,9.093581426,1074.358167,1078.624813,5.199269039,753.7706426,107.5709917,197.2989445,65.40491341,4.352390058,11.76546388,67.73372492,1.242602085,153.9150428,2.428618843,1.768118039,93.22371377,6.71687138,33.29428298,14.08389715,7.945618703,159.8004075,261.5305225,14.29479604,0.542887956,51.53488034,46.77398127,4.418005095
H105W,29.06365653,18.07102493,72.92760256,70.6081315,38.75051883,61.53131772,138.3787655,24.03315227,15.63782861,78.96359396,31.72919096,860.9996778,828.28501,8.248796721,779.4371177,82.17692157,239.2935931,56.97089976,3.724670298,14.39990937,62.77987581,1.242602085,127.8048548,2.158135118,0.536056589,131.0360015,6.233756074,25.41763953,13.81316348,7.781286601,166.7164376,311.0030918,7.062564828,0.542887956,64.29311782,40.28177381,4.02557151
H49,23.60898616,12.07616107,73.95774174,72.88736632,37.74508595,58.54523139,129.937932,22.05774472,14.75979323,78.29171119,21.53131373,874.4428028,851.6496093,6.751755859,755.8117179,93.99424489,212.456886,51.73733284,3.800468395,14.86086994,68.9248058,1.242602085,130.0528399,2.158135118,2.826132348,112.2214662,5.870545548,21.97081678,13.99892036,8.164728173,210.5748118,305.1129652,9.746416536,0.622925579,60.11151757,37.66884038,4.644023465
H84,24.43386226,17.023991,77.35108602,74.86661545,38.91416516,44.73722577,119.0931459,20.66700893,15.78660167,75.27840916,44.47073833,933.7493757,882.7241568,3.924012008,611.1753046,65.74589614,198.0360233,62.71863364,4.361026733,14.64051782,65.3789106,1.242602085,126.4400804,2.347194659,1.310262705,108.1300305,6.669608707,23.79597764,10.5643594,6.52140715,174.061989,268.8084624,5.299989115,0.662944391,57.91512601,56.35999468,4.67800089
H91,24.97265979,17.23928799,75.90958441,74.46112369,38.82987233,70.91623867,141.0369976,19.80619949,14.15301645,71.50121182,16.71160948,891.9868086,873.4287677,7.805229058,786.9224867,83.33118525,238.5346093,67.43803359,3.928058614,14.76880287,66.12727901,1.242602085,142.32834,2.158135118,1.66685139,117.3042645,5.943187653,26.34430347,16.24976654,8.055173438,191.8352612,330.4422012,8.493952406,0.530819395,61.97465736,50.55931195,4.722112439
H95,26.03664841,17.64935907,77.59033781,75.38367111,37.27531178,58.06942342,132.2116132,22.76575536,15.25811453,67.19318292,27.23628521,924.7316965,892.9522057,7.472553311,727.439906,91.13101677,219.4953168,65.475446,3.930609903,13.54287004,68.16192145,1.242602085,128.636436,2.158135118,1.95784813,105.5613429,7.396029761,25.41763953,14.35463083,8.274282908,240.5991714,320.8969022,11.71457446,0.530819395,55.82607334,57.00454773,4.009406525
H99,26.68415353,14.8191874,71.71023053,70.65971656,34.3463805,35.2719517,117.353092,21.64006656,12.08098339,55.5123946,16.17191634,833.6971022,825.0319865,4.312133713,636.9690215,69.59020991,192.9663984,54.69848881,NA,NA,NA,1.242602085,105.0640921,2.149002966,1.940060589,101.8258256,7.105461339,24.95430756,14.6253645,7.781286601,188.9245976,243.2314236,4.724077118,0.542887956,NA,48.29514882,5.075186882
Hi27,22.15810983,10.86896995,89.13874025,89.11334749,34.27442809,91.61388546,115.6309393,21.19415643,14.50184391,50.16564526,6.692939115,1026.091132,1044.833283,6.696309901,839.4427888,67.05387125,222.8627655,66.12964186,4.336500296,15.01184561,65.75746504,1.242602085,158.8530517,2.24829636,1.372221039,100.0018952,7.977166604,27.73429937,17.06196757,7.562177131,175.0156736,304.212074,13.08632088,0.542887956,61.77021375,70.46015768,3.906279392
HP301,22.24764574,12.43160257,76.01802011,74.18978621,29.24542161,69.48881475,129.4833062,25.26538729,13.48500142,39.64701086,24.4885363,876.6105161,857.0525504,5.476498828,755.633802,79.18354673,230.7562147,49.12054938,4.285098499,13.29468653,63.54965086,2.181870188,130.7610418,2.24829636,1.929664006,115.5666599,5.289408704,18.23599403,16.79123389,7.562177131,207.3826941,356.1388536,14.10022042,0.661265969,50.57052768,41.01815591,2.515780902
Hy,28.68316597,17.39604848,77.64455567,75.42618441,41.75967037,56.6419995,119.8261184,20.2938993,15.56781413,70.32224201,41.34959806,936.1553513,895.0578556,6.141850323,647.3642001,68.48548531,203.4791042,49.12054938,3.645172128,13.44463121,66.23356096,1.242602085,116.3609359,2.24829636,0.814778072,107.9698715,5.652619231,19.39432395,14.08389715,7.452622396,171.9726204,287.8768815,9.747155841,0.604925724,57.92083612,48.59556141,4.442729672
I137TN,23.99705449,12.46852687,81.92042272,80.7942617,37.78859926,64.71947104,122.372016,23.78740069,10.8083341,66.53995715,18.61117969,971.4313007,964.1483533,5.310160955,782.0605691,80.94135591,224.4279885,72.41965033,4.283262391,14.75003286,66.8789879,1.242602085,130.3503221,2.149002966,3.195353606,108.7484766,7.396029761,22.63764772,14.08389715,7.507399764,185.2089454,311.6938245,13.49396435,0.542887956,66.55307763,75.59775934,5.63657413
I205,25.2483922,12.76905719,74.82522737,73.53857626,37.68133083,50.21859188,89.40612367,16.19735228,13.73363316,42.07684296,22.04037866,881.7495858,864.3728055,5.809174575,644.9109983,70.22945153,231.9770563,56.97089976,3.793463962,14.37641934,66.924274,1.242602085,112.8199263,2.338457601,1.497421074,79.97162119,6.161113969,24.25930961,17.33270124,6.904848722,191.7894821,314.1168774,7.006528422,0.542887956,46.36027654,57.52713442,4.8082209
I29,26.66055147,12.85119571,66.4756782,65.61552191,33.4494944,55.92828755,108.6449902,19.07239614,16.33257468,41.75563104,13.17255622,763.5119766,757.1906455,6.696309901,677.0426086,71.34871343,246.7011242,55.66250803,4.155856408,14.25962697,66.67591699,1.242602085,114.2363301,2.158135118,0.536056589,97.23098581,4.708271861,24.25930961,18.14490226,7.397845029,203.7863585,323.0195388,7.986466948,0.662944391,43.77059943,34.53332027,2.836977276
IA2132,23.19101322,9.614561395,69.40344219,67.89475673,34.97234328,43.53811823,114.4131954,21.81874018,13.60827792,47.6384041,16.06500095,805.2732238,793.1056135,6.030958407,605.4997784,81.42207053,269.1071265,64.82125013,5.124900888,16.86107351,60.98621203,1.166926381,117.8665643,2.428618843,1.372221039,107.6611075,6.379040285,24.02764363,14.6253645,7.123958191,241.6862031,345.0752672,12.43026824,0.496841268,55.24785903,38.19142707,4.549841207
Ia5125,23.0782197,11.62402958,71.22105971,69.90404829,33.60359335,34.11285678,105.2277494,19.59905216,13.08108089,43.9253972,20.13095438,847.679558,825.8963375,6.086404365,608.9143688,55.58542513,145.981021,54.69848881,NA,NA,NA,1.242602085,88.59302145,2.428618843,4.354634564,94.14306814,4.341133654,26.34430347,15.16683185,6.850071354,144.3367717,205.748877,14.84724099,0.542887956,NA,27.06339642,3.660224496
IDS28,20.41887782,8.345816985,74.82522737,72.67029634,28.77904006,81.51356298,112.3682783,20.45058753,14.19135326,35.08581278,29.1230901,876.0417314,848.886979,9.025040131,649.4909198,57.24539191,211.6206363,62.20446667,4.483409141,15.2668551,66.93192962,1.242602085,140.0569457,2.24829636,0.507570431,93.9790966,5.943187653,29.12429527,16.52050022,8.00039607,154.7385997,282.6520397,15.9454105,0.56787256,57.3249763,48.4922504,3.137464323
IDS69,18.85385972,9.148046414,78.07829848,76.63182351,27.57605375,44.50889621,118.3390383,20.78762094,11.23474098,38.19064494,23.71530764,919.8967356,897.3282892,4.755701376,606.3797312,76.78884685,196.2715322,53.69992043,4.119789826,12.9728199,66.54267608,1.242602085,86.61645486,2.338457601,0.868003754,109.4921485,7.25074555,22.17431576,17.87416859,7.836063968,151.7544025,275.2917052,13.80201467,0.582906768,51.50541328,57.34065462,2.981727842
IDS91,20.55914193,9.989675362,73.46978108,71.36787644,27.4205519,48.27075527,121.5345669,20.03744566,12.53162234,36.36278426,30.42372233,867.60704,833.5718649,7.306215437,692.3751197,73.11870899,212.0056462,49.12054938,3.830482634,13.99306149,63.96556738,1.369915143,99.87945221,2.158135118,0.868003754,102.3382869,6.614476579,23.56431166,20.852239,7.397845029,192.709674,312.2325002,13.56345008,0.496841268,45.81052197,43.06068947,2.650158122
Il101,21.84261962,10.5241184,70.16249212,67.35208177,30.73363473,28.52065063,113.6021554,NA,11.61554822,42.3395282,26.0522019,803.0629415,778.1254472,5.69828266,653.0011993,47.90673164,267.0538931,53.1110907,5.324684147,15.06465565,64.72917496,1.369915143,103.0076456,2.428618843,2.826132348,107.006931,5.988970275,20.78431985,14.6253645,6.740516619,219.7533673,365.6373392,9.03809253,0.793266583,49.7946132,60.14006784,5.360662258
Il14H,23.78696297,10.26450454,70.17809297,68.94593644,33.61133919,51.40811181,112.0919356,20.24731978,11.38955912,43.7381912,18.44370776,820.8299054,804.3653505,6.419080112,751.0653058,72.91047422,239.8813872,41.27019901,5.984258388,16.38985464,63.54239896,1.242602085,146.105417,2.067973876,1.52191038,95.0856064,6.669608707,20.32098789,13.81316348,7.890841336,234.7484183,375.1855328,11.40825066,0.641978888,88.59835742,37.51666979,5.835324245
Il677a,26.77085275,14.96958941,80.61166399,75.74248874,36.75548745,47.76544329,127.2229701,20.28195895,13.85414623,57.37072014,41.75631795,937.6041736,889.8805539,2.815092851,564.2222228,74.45611655,176.3634026,57.2286091,5.125167707,13.47043491,65.86691045,1.242602085,118.9272584,NA,0.68046482,119.0351942,5.180949363,16.75410481,9.776272236,6.121317887,166.6306846,295.0504036,13.2808924,0.582906768,58.59420473,32.14252713,4.572597139
K148,24.05723035,21.77501647,78.81340395,75.3986345,35.68583689,51.17020782,116.8616399,20.81802473,12.03987166,54.74991996,52.68415338,946.084034,887.7157092,5.864620533,741.519151,73.35297311,206.0195639,71.36320878,4.052507978,15.32895694,66.06585511,1.242602085,139.7315996,2.24829636,1.280424403,103.3953187,6.524324496,21.97081678,13.6276792,8.055173438,180.7445067,316.6503659,13.50380893,0.582906768,51.53488034,71.63697491,4.209211869
K4,23.55713794,14.7775366,83.33294047,81.24456063,37.16652031,76.08193211,138.8384102,26.44688009,13.57361927,75.0412264,25.86283159,979.5662713,959.7344627,7.860675016,730.586404,100.9440804,226.4043927,67.43803359,5.424962586,13.79226915,66.49397161,1.242602085,142.0922727,2.067973876,1.093499556,121.7723656,5.870545548,24.9859896,18.82505538,7.836063968,208.4892589,335.9425192,14.57734961,0.604925724,66.14361814,64.2747368,3.93398663
K55,29.54457888,16.88830859,77.69877352,75.98061356,39.18005323,52.94459549,112.9675854,18.71935853,14.34874589,60.45362145,19.34487857,898.7237141,888.405259,6.640863943,670.0829818,79.31369346,199.2906242,67.43803359,4.90896725,15.09780633,66.34646519,1.242602085,119.429811,2.24829636,2.054864041,98.4611272,5.36205081,28.66096331,14.6253645,8.164728173,157.209332,281.6143769,13.44416778,0.530819395,54.84358349,59.09489447,4.877894402
K64,29.15650966,17.69471797,81.92776596,80.86468816,37.98034894,75.03023499,130.7040864,22.62595383,13.68713524,70.88800222,19.53134828,990.1506192,978.2381873,8.692364384,791.3831437,81.16177706,245.8258619,63.5128584,4.222497579,12.0717309,69.50625255,1.242602085,143.5086766,2.067973876,1.533530614,112.3318294,7.024055784,21.94264977,15.43756552,7.507399764,203.6908953,326.9279355,11.05852182,0.582906768,71.69969957,60.26718179,5.191424551
Ki11,30.64821712,22.67989986,91.29268061,89.51576551,39.76011614,72.10668476,134.4206508,22.53023638,13.26977098,65.66145422,16.15629698,1026.352462,1022.350042,5.531944786,882.9242391,99.42003389,272.4519288,62.63509516,4.755634779,14.40940271,65.08404016,1.242602085,134.2095667,2.067973876,1.533530614,114.7619944,7.396029761,16.84599813,10.83509307,7.123958191,242.6997558,352.1318484,9.427870216,0.622925579,65.00677914,69.69310394,4.184900375
Ki14,25.45848802,16.31848258,96.75713916,91.30888223,37.12054918,87.72495316,129.6103799,20.73416153,12.53327258,65.12238737,55.06795504,1070.376746,1037.96252,5.69828266,805.731761,96.17635917,219.1566362,NA,5.036028577,14.30178474,64.6975602,1.242602085,160.8241017,2.158135118,7.871246544,111.1245179,8.267735025,20.78431985,13.27169613,7.781286601,200.7433053,365.4770518,15.14576022,0.641978888,60.28827786,55.13738713,4.418766547
Ki2021,28.23255341,16.15419256,90.12529724,91.2379577,40.34661778,104.0399245,134.0253595,21.94277204,16.03462845,66.58254306,25.13909216,1059.313398,1028.288932,4.92203925,831.2555389,106.1168075,166.3351795,67.98935995,3.787031541,14.92298321,63.98665165,1.242602085,164.7765668,2.428618843,4.599466931,120.4586982,7.831882393,25.64930552,22.47664104,8.00039607,197.1894185,344.1626061,19.84946711,0.604925724,68.6883021,58.14972268,4.010826823
Ki21,22.71754815,10.97450421,83.15834361,84.65156001,33.86935973,85.66628581,110.1982733,19.95627698,11.27059778,53.11471989,10.70732983,985.4940185,986.3307541,5.920066491,798.7997757,91.00851099,234.4746578,67.98935995,4.240068809,12.8132345,68.87208036,1.242602085,139.259465,2.24829636,2.487106973,92.79505123,7.831882393,21.24765182,14.89609818,7.945618703,209.8724649,359.0085624,10.70067492,0.679032053,53.96293366,59.38638618,4.342783463
Ki3,26.75861062,15.07595383,84.71217271,82.39920314,37.58980481,62.11379118,111.067303,17.23765139,13.78357923,55.73337685,24.42288518,990.7646103,981.2412157,6.19729628,718.9070303,100.8139337,162.3648068,57.62509562,4.873407646,13.53076066,63.92782123,1.242602085,124.8593591,2.24829636,4.159435873,92.39381921,7.613956077,20.32098789,18.68636961,7.507399764,191.8907869,282.1412662,9.746416536,0.542887956,53.61314249,68.14123284,4.275888031
Ki43,25.05090707,14.62333047,85.56912277,85.05449202,33.4224893,59.7659986,136.2142777,17.88506409,12.24524934,48.77592304,12.07292314,1016.942768,1013.468351,4.92203925,920.3806242,97.12466584,261.2349643,65.61208841,5.243088969,15.45202455,63.99350885,1.242602085,117.038837,2.158135118,2.20405579,110.4320259,7.759240288,21.94264977,19.7693043,7.836063968,242.7927679,359.2552779,7.428229601,0.753138381,51.38248437,55.46302972,4.863150051
Ki44,22.60427875,13.02791042,89.88844574,88.54752865,34.63078707,56.41363865,101.4681822,20.25158549,11.46717016,58.71149845,46.64919904,1069.795274,1039.12896,4.977485208,730.026434,94.43674378,216.3601058,52.92637265,4.477984168,14.3903613,64.68031213,1.242602085,116.0155323,2.158135118,3.293900166,99.64363605,7.541313972,22.17431576,14.08389715,7.781286601,214.022083,318.9649747,11.53565101,0.542887956,55.78241348,66.1685255,4.613042051
Ky21,27.0605161,21.84892412,84.99387966,81.87540602,38.54272579,72.40051062,129.3822267,22.60048841,11.98337366,77.28288568,45.17404,1027.462018,982.1905764,4.478471587,718.2783075,92.56494526,180.42021,73.32579637,3.431616046,14.79360523,66.60856935,1.497289536,139.7391237,2.24829636,4.320745448,112.5775339,6.819266182,18.699326,11.64729409,7.233512926,225.1075246,315.4275918,14.67414158,0.662944391,58.229876,63.85990795,5.289403151
KY226,25.15487551,15.12077347,81.4719953,80.50221103,36.40301148,71.02601401,114.2359281,19.68213778,12.26928734,51.80200318,20.97074696,943.1079477,932.8016286,4.367579671,806.402092,78.62978034,250.8611211,56.31670389,3.460452411,14.69251075,65.75261738,1.242602085,137.5079289,2.338457601,1.280424403,91.13389296,6.30639818,24.72264158,19.22783696,6.740516619,181.5093863,319.2469707,12.29605769,0.582906768,56.57202392,49.5193986,4.621463967
KY228,23.42472434,14.06275002,82.84946944,79.34519829,34.47154344,67.10977489,125.3391832,23.06654327,11.60170561,57.10319377,48.66554224,1010.849093,954.8318207,4.92203925,781.0636971,91.13101677,205.2126893,60.89607494,3.71260433,14.08973931,66.98695685,1.242602085,143.2726093,2.24829636,3.072895424,103.4463586,6.742250812,30.51429118,15.16683185,7.014403457,207.6615985,309.6565969,16.48586638,0.582906768,52.48528914,67.19498809,4.299687786
L317,25.76892695,18.26269336,79.43374477,75.76354358,35.91406575,84.71466986,153.1962041,24.47491122,13.47728044,65.45363266,49.170456,951.9246599,897.2771163,6.252742238,666.9098186,91.98998521,207.8834245,64.82125013,4.567794185,13.69523506,66.86231546,1.242602085,159.5612537,2.158135118,1.280424403,132.6952255,7.032819234,29.81929323,19.49857063,7.781286601,161.6225162,293.2059418,14.51770846,0.582906768,55.93046635,57.78842776,3.831301196
L578,26.6463788,17.17671312,85.88831467,85.50380315,36.96411941,87.33161371,119.2287113,NA,14.66899658,57.00187381,18.83507395,1036.104506,1024.80929,5.365606913,821.488196,88.52808212,229.5396036,69.40062118,5.245359287,15.60166686,66.2449385,1.242602085,177.5023692,2.158135118,1.283285856,98.89200232,7.032819234,28.66096331,21.12297267,6.959626089,211.345406,330.6150828,9.090363896,0.622925579,NA,76.23012499,4.67681506
M017,21.87118381,13.60465701,75.38516138,71.10485328,35.52969027,62.03558967,157.6272053,25.91038689,10.54417848,79.50880875,47.60343564,899.0319313,849.6918493,6.776137476,620.3693302,87.38477406,273.8690059,58.23886613,4.098024314,13.93658977,67.01800506,1.242602085,140.2772228,2.221247987,0.898394517,139.1378201,7.837532335,19.27849096,14.21926399,8.019568149,180.6584577,345.1197661,5.067786514,0.550891718,65.89265641,59.69441753,5.342993531
M14,28.0447054,16.16737922,71.84324552,70.39106152,40.04368024,45.22260817,138.8489381,23.08918547,15.17706178,69.87026744,23.91138651,837.1210276,817.3495442,6.918093732,629.9518005,93.05718841,238.2173175,56.31670389,4.862600462,15.36436453,66.68909141,1.242602085,117.7773398,2.158135118,1.739879255,120.3275308,6.451682391,33.52594897,18.41563593,7.945618703,241.6826442,340.7722515,9.746416536,0.542887956,62.25051187,36.62366701,4.414695598
M162W,25.87084317,11.68018973,84.54918145,85.50676782,39.08210055,73.02565019,105.9865476,18.05839788,13.66986592,58.38327352,-8.786213037,999.7672046,1021.08759,6.419080112,745.5989322,99.0959968,233.1392902,55.66250803,4.36556786,13.06344666,67.8474128,1.242602085,135.5159225,2.24829636,1.929664006,87.83978011,7.396029761,24.95430756,16.24976654,7.781286601,186.0813216,316.506158,8.315028958,0.604925724,60.67264128,49.97700183,5.14059091
M37W,26.4233932,16.94723799,80.65840141,76.89454163,36.38431362,66.53555354,134.1737838,20.77486848,11.44642305,63.37973046,37.80236441,947.982722,908.673915,5.69828266,830.1223396,95.18538713,279.4778382,62.20446667,3.625851263,14.78380737,67.77293727,1.242602085,141.1691568,2.158135118,3.044549939,115.7959358,7.178103445,21.01598584,13.27169613,7.836063968,242.4232911,390.2137229,11.04282152,0.542887956,59.14077009,42.75975122,4.977044233
MEF156-55-2,24.25280516,19.66585725,63.43947849,64.15029953,39.92504474,56.68433222,151.449412,NA,14.66899658,104.94813,-1.013880726,712.0368504,730.9368858,7.805229058,608.5974466,72.00416648,200.3023105,64.72603033,4.06523662,15.28073978,66.31888756,1.572903904,115.5204192,2.24829636,0.884113814,131.4971624,6.814892918,19.16265797,16.52050022,7.014403457,161.5380743,264.5609115,8.912965356,0.496841268,NA,38.69810171,5.091108569
Mo17,21.55701096,13.40869045,74.55645866,71.88305392,35.01031606,59.16767632,153.4764028,23.29558694,10.6672828,74.78522808,38.70954322,876.4919355,836.6343173,6.304227771,611.4939303,89.2655615,281.8381876,56.23103538,3.786336161,13.83532684,67.095113,1.242602085,138.5593208,2.175473818,0.725409489,134.1556988,7.816316228,20.99180093,14.67594112,7.462404069,198.6754419,354.7433125,4.942896131,0.580223615,65.83502242,53.0359628,5.512684294
Mo18W,26.80643609,12.49819872,88.21390138,85.64022777,37.11248552,74.24689448,120.7425088,20.47527954,14.57797994,48.76093875,42.39580542,1044.834064,1011.579255,5.920066491,896.0975284,92.56263083,262.9237938,56.97089976,4.196312892,13.08343409,66.77527461,1.242602085,143.2726093,2.067973876,3.511869041,98.14582681,7.541313972,26.57596945,12.73022879,7.397845029,272.1167352,416.9663865,23.40423967,0.542887956,56.32648167,66.99929632,4.112780997
MO1W,26.33528164,14.14883604,76.77707004,74.02698372,39.50291422,54.9766716,112.2915474,22.38571976,13.61911916,75.97298436,37.86504806,905.7589522,872.3871923,7.527999269,684.4288792,97.89864686,215.2569761,60.24187908,3.915922155,14.44705709,66.6455442,1.242602085,129.1085707,2.067973876,1.66685139,101.8317337,5.434692915,27.50263339,19.22783696,7.836063968,221.2831265,325.4632762,7.837899766,0.542887956,65.00677914,38.9753071,4.297159234
Mo24W,32.59028481,28.07845922,81.27715174,77.22876596,43.16775372,97.32358113,143.6427538,28.00590605,16.44106377,89.39226752,53.74009966,974.0185039,918.8236959,7.361661395,891.6177687,88.65822885,235.0552524,68.27026264,4.465901451,13.24848339,66.16405181,1.242602085,171.6006865,2.158135118,3.484580998,116.9283019,6.814892918,24.68447232,21.79498463,7.836063968,258.7622278,412.5756423,14.45806731,0.702963202,74.36299082,74.56491676,3.771997457
Mo44,25.22061418,18.72725631,74.61344605,71.62441488,36.80745917,55.92828755,142.365615,20.65851316,14.8690477,75.38451801,44.04286858,882.291701,835.7419639,7.25076948,784.5301779,72.65018075,277.7870159,58.93348735,4.272377059,13.14756395,67.57675274,1.242602085,139.9676669,2.067973876,0.507570431,122.4717487,6.30639818,24.4909756,16.79123389,7.945618703,211.3396914,356.7253753,5.6908184,0.542887956,71.57340537,62.23041458,4.654294448
Mo45,25.56921008,17.87667909,77.80720922,75.42618441,35.20139378,81.86626626,146.6696848,22.0532013,13.13789521,71.78626483,19.18280621,905.6750645,891.6863374,8.692364384,802.7425346,94.6710079,220.1339708,70.05481705,3.810983221,13.37626273,63.13439478,1.242602085,151.629392,2.158135118,1.66685139,123.6154633,6.596966601,27.03930142,13.81316348,8.21950554,191.8352612,313.3448221,8.374670108,0.530819395,60.65075049,71.89826826,3.735747261
Mo46,24.51699591,13.08887901,79.21687337,75.43793861,35.24110057,53.18971345,101.3262124,17.52389413,11.86712276,52.18594844,44.70381336,945.2364594,895.0174934,6.97353969,765.8378469,72.49400467,227.6305739,68.74642532,4.555958006,14.85975717,64.55035365,1.242602085,131.6056807,2.24829636,1.66685139,92.79745809,4.272419229,21.24765182,14.6253645,7.397845029,220.1358071,343.8361951,10.04462228,0.582906768,54.30112283,55.01495262,4.963171978
Mo47,24.24194147,12.19016225,70.92154204,70.06545655,35.73985902,37.37177663,110.8331067,19.56258708,13.9127314,57.16148247,10.05491328,823.1729366,816.6463063,7.805229058,785.9006418,76.13076256,215.9494379,59.58768322,4.582448265,13.62735379,66.43056625,1.751976988,104.3215031,2.067973876,2.765828456,96.35075307,5.870545548,24.95430756,16.52050022,8.274282908,190.7842221,323.0241044,12.40145977,0.542887956,57.43146439,40.32211613,4.143896134
MoG,28.52106076,19.3053993,79.48796263,77.12023097,41.01400252,79.48078217,121.4624347,19.23072238,16.55028166,66.33136315,30.75421657,945.0879416,916.7371317,7.638891185,754.0816563,118.3629191,246.3513576,64.16705427,5.867880633,14.50701769,65.67987765,1.242602085,160.2694556,2.158135118,2.090973581,105.1135307,6.596966601,19.85765592,13.85992495,7.836063968,217.4587284,359.4183167,11.41636871,0.582906768,63.12408816,69.00989547,4.814508354
Mp339,24.17728781,13.65937145,83.64049944,81.93657626,37.24921484,70.76672947,127.1759559,22.64148254,12.48564987,64.77007301,32.07983415,1010.292141,984.5300898,4.533917545,673.0522325,103.3937209,227.5413055,67.98935995,4.943450587,15.23578582,66.81943161,1.242602085,130.8716877,2.149002966,0.523646466,110.8676066,6.814892918,23.33264568,18.95710328,7.726509233,167.9330032,319.8574454,5.977313283,0.582906768,63.22187058,68.80375305,4.738156333
MS1334,24.85134476,15.5664221,64.97403931,64.23255283,33.32148291,46.69320959,121.8302198,19.27682702,12.1262506,47.61174982,-2.13453191,729.005619,736.4133979,7.583445227,620.4056457,61.45828228,258.0547795,60.24187908,4.988976366,15.07347696,65.22876791,1.242602085,126.2084133,2.067973876,0.814778072,96.3856583,4.272419229,19.86019581,13.99892036,8.329060275,214.2987242,340.440717,6.058465172,0.604925724,54.38860418,52.82385425,4.767819495
MS153,27.06529807,16.08737588,70.75888849,69.4142466,40.99059769,58.56165151,124.1280807,20.18273065,13.67237955,71.84266542,21.04747078,834.5025968,812.9216151,6.529972028,609.7619613,79.82067345,241.0637525,59.58768322,4.253894694,13.7936923,66.15472484,1.242602085,121.548468,2.428618843,1.372221039,107.0135832,6.451682391,21.71098379,20.04003798,7.726509233,197.1469697,321.1675112,8.834936119,0.530819395,61.61196988,46.74150734,5.575955739
MS71,24.74869158,22.22958427,70.27092782,69.4685141,37.51525166,49.74278391,147.2001262,19.22112872,14.16951205,73.69771615,21.66700597,832.0830126,807.5478337,7.028985648,766.291156,74.55032305,185.2736274,58.93348735,4.460366586,13.92704316,66.11821998,1.242602085,122.0265514,2.24829636,1.66685139,121.6115376,5.434692915,23.56431166,13.00096246,7.507399764,150.149322,270.2880162,9.98615578,0.542887956,57.85542226,65.88852138,4.79026902
Mt42,22.91394839,18.45205198,61.81294294,60.73144731,31.7199233,44.06396679,117.0414552,18.45300789,14.07543702,40.75857772,22.95224624,688.0575231,681.5207713,7.361661395,547.3695623,72.83238618,160.3520788,50.26819843,3.930695131,14.36440142,65.23782935,1.242602085,106.9178874,2.067973876,0.814778072,109.4183065,3.108412614,33.98928094,23.55957574,8.055173438,130.199799,217.7631982,9.428330407,0.542887956,53.93590438,38.95590298,3.181596523
N192,26.12031914,14.17054838,67.88534234,66.80940682,36.82014707,53.54924769,125.7216536,22.59178737,14.28690539,63.52179599,19.25841902,801.9880462,776.4774383,8.248796721,729.573125,86.00323551,217.9745907,68.09222945,4.187646194,15.22900331,67.47252445,1.242602085,124.8279283,2.067973876,1.280424403,111.6413955,4.998840283,23.10097969,15.43756552,8.164728173,191.4528214,286.3481123,5.989024145,0.542887956,61.69477655,68.24016146,4.192624354
N28Ht,26.23213883,18.16445413,75.25897019,74.62392618,39.07977748,59.25894335,126.301491,22.43519981,16.67312332,83.25768623,10.28374607,896.2207202,878.9259726,6.585417985,670.7673752,81.9927489,190.0684585,62.20446667,3.323634172,13.0901561,67.99692484,1.242602085,130.9971091,2.158135118,1.254809131,110.9179482,4.345061334,28.19763134,17.60343491,7.397845029,165.4469143,276.7658136,9.308967744,0.56787256,67.74777275,63.01429461,4.38702553
N6,26.14022181,17.32083602,73.8462608,72.17525014,39.48259262,57.59361545,137.4437239,22.55900946,13.91123356,76.40224526,31.09606719,861.1208606,827.8827079,6.696309901,722.9894882,67.86686853,226.1197738,66.12964186,4.774520144,13.71828669,66.85769229,1.242602085,126.0396956,2.24829636,0.893997417,118.2533066,6.161113969,26.80763543,15.16683185,8.21950554,180.7445067,306.9695584,12.07242135,0.582906768,68.46507031,53.08514759,4.443254617
